customer_tweet_id,customer_message,spotify_tweet_id,spotify_response,customer_message_clean,spotify_response_clean,intent
2920760,"@SpotifyCares Getting error message ""Can't play song"" for everything. Tried all the step in the troubleshooting website. Any advice?",2920758,"@808368 Hi, help's here! Can you let us know your device, operating system, and Spotify version? We'll be waiting for your reply /MG","Getting error message ""Can't play song"" for everything. Tried all the step in the troubleshooting website. Any advice?","Hi, help's here! Can you let us know your device, operating system, and Spotify version? We'll be waiting for your reply /MG",Playback_Issue
2920799,@115888 @21464 @112046 Is it just me or the app is not working?🙃,2920798,@808381 Hey Andy! Thanks for letting us know. Everything’s looking good on our end now - are you still having this issue? /CE,Is it just me or the app is not working?🙃,Hey Andy! Thanks for letting us know. Everything’s looking good on our end now - are you still having this issue? /CE,App_Technical
2921956,@181186 @SpotifyCares hi is adding song is not available for spotify in malaysia?,2921954,"@808657 Hey there, we'd love to help out! Can you let us know what's happening exactly? /LO",hi is adding song is not available for spotify in malaysia?,"Hey there, we'd love to help out! Can you let us know what's happening exactly? /LO",Music_Content
2921960,@SpotifyCares On iOS 11.  Can you add a setting that you can turn off videos please.  I don’t need MTV or YouTube just streaming mp3 music.,2921962,"@125450 This isn't possible, but we appreciate the feedback. We’re always testing things in order to improve &amp; we'll pass on your thoughts /PL",On iOS 11. Can you add a setting that you can turn off videos please. I don’t need MTV or YouTube just streaming mp3 music.,"This isn't possible, but we appreciate the feedback. We’re always testing things in order to improve & we'll pass on your thoughts /PL",Music_Content
2925037,@115888 any progress on getting @19106 velvet album back? I sure am missing listening to that album. There are also one or two songs from various other artists that are unavailable as well. What’s the deal?,2925036,@212631 Hey Marianne! We're afraid we don't have any info on this right now. Licensing agreements can affect music availability. Fingers crossed we'll be able to have it available to you again soon /NS,any progress on getting velvet album back? I sure am missing listening to that album. There are also one or two songs from various other artists that are unavailable as well. What’s the deal?,Hey Marianne! We're afraid we don't have any info on this right now. Licensing agreements can affect music availability. Fingers crossed we'll be able to have it available to you again soon /NS,Music_Content
2926302,@SpotifyCares @112253   it says not available in offline mode ... its never done this before,2926301,"@809660 Hey Scotty, what platform/device are you using the app on? Give a reinstall a go: http://t.co/XlUAjB8pdg /C",it says not available in offline mode ... its never done this before,"Hey Scotty, what platform/device are you using the app on? Give a reinstall a go: /C",Downloads_Offline
89503,"@SpotifyCares Also, I have a persistent issue with the offline songs for my singular devicr for Android. Cache acting up again, need to re-sync all he whole 900+ songs that I have which is a total pain. Everybody has had this issue and you know it.",2926810,"@809771 Hi! We’ve made some changes to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/AdMgwOmTIH. As for your offline tracks, we'd suggest checking out the steps under “Downloads unexpectedly removed” at https://t.co/EidIERWgLX. They should help with this /CE","Also, I have a persistent issue with the offline songs for my singular devicr for Android. Cache acting up again, need to re-sync all he whole 900+ songs that I have which is a total pain. Everybody has had this issue and you know it.","Hi! We’ve made some changes to our shuffle algorithm. We’d love to hear your feedback here: As for your offline tracks, we'd suggest checking out the steps under “Downloads unexpectedly removed” at They should help with this /CE",Downloads_Offline
2927397,@SpotifyCares Spotify is taking out 4.99 out of my account for the student discount. What I didn’t realize is that I had to be in college so I exited out of the webpage. My Spotify still says my subscription is free but I was charged $4.99 yesterday?,2927396,@809903 Hey! We've sent you a DM. We'll carry on chatting there /LO,Spotify is taking out 4.99 out of my account for the student discount. What I didn’t realize is that I had to be in college so I exited out of the webpage. My Spotify still says my subscription is free but I was charged $4.99 yesterday?,Hey! We've sent you a DM. We'll carry on chatting there /LO,Family_Student_Plan
2928668,"There really needs to be @115888 feature where you can add a specific part of a song, rather than the whole song, to a playlist.",2928667,"@810215 Hey Nick, this sounds like a great idea! Suggest it in our Community at https://t.co/CTw7YUdKl7 and get support from other users /CH","There really needs to be feature where you can add a specific part of a song, rather than the whole song, to a playlist.","Hey Nick, this sounds like a great idea! Suggest it in our Community at and get support from other users /CH",Music_Content
2929210,Hey @115888 fix your dumb shuffle algorithm...I'm sick of hearing the same four artists over and over,2929209,@810342 Hey Nick! We’ve recently made some improvements to our shuffle algorithm. We’d love to get your feedback here: https://t.co/AdMgwOmTIH /LS,Hey fix your dumb shuffle algorithm...I'm sick of hearing the same four artists over and over,Hey Nick! We’ve recently made some improvements to our shuffle algorithm. We’d love to get your feedback here: /LS,Playback_Issue
2929242,@SpotifyCares Help. Tried again this morning. still failed. im trying to purchase premium family here. https://t.co/5FAM5Gh0nB,2929241,@810355 Hey Sara! Can you DM us your account's username or email address? We'll take a look backstage /MS https://t.co/ldFdZRiNAt,Help. Tried again this morning. still failed. im trying to purchase premium family here.,Hey Sara! Can you DM us your account's username or email address? We'll take a look backstage /MS,Family_Student_Plan
2929248,"Help @115888, our account has been hacked. The email has been replaced by an unknown person's and we can't log in. What do we do?",2929247,"@810358 Hey Danielle, help's here! Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt","Help , our account has been hacked. The email has been replaced by an unknown person's and we can't log in. What do we do?","Hey Danielle, help's here! Could you send us a DM with your account's email address? We'll take a look backstage /CH",Account_Security
2929795,"@117153 I'm having some issues these last few days/weeks, when I'm listening an album some songs don't seem to be available, instead of the duration of those songs I get 'NaN' and the music stops playing when reaching a song like that.",2929793,"@810482 Hey Steven! The cavalry's here. Can you let us know your device's make/model, operating system, and exact Spotify version? We'll see what we can suggest /KB","I'm having some issues these last few days/weeks, when I'm listening an album some songs don't seem to be available, instead of the duration of those songs I get 'NaN' and the music stops playing when reaching a song like that.","Hey Steven! The cavalry's here. Can you let us know your device's make/model, operating system, and exact Spotify version? We'll see what we can suggest /KB",Playback_Issue
2929810,@SpotifyCares I was charged for Spotify premium but I still don't have Spotify premium https://t.co/PazsANSe78,2929809,"@810487 Hi there. Don't worry, help's here. We suggest deleting your previous tweet as it contains some payment info. Can you DM it to us instead using the link below? /JU https://t.co/ldFdZRiNAt",I was charged for Spotify premium but I still don't have Spotify premium,"Hi there. Don't worry, help's here. We suggest deleting your previous tweet as it contains some payment info. Can you DM it to us instead using the link below? /JU",Payment_Refund
2929853,@115888 can I pretty pretty please with sugar on top be allowed to download more songs offline? The cap is too little!,2929852,"@810499 Hey there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /NQ",can I pretty pretty please with sugar on top be allowed to download more songs offline? The cap is too little!,"Hey there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /NQ",Downloads_Offline
2933225,@SpotifyCares I deleted My fb account. Now I can't login into Spotify. I have Spotify premium... Please help!,2933224,"@811143 Hey Leen, help's here! Could you DM us your account's email address? We'll take a look backstage /JO https://t.co/ldFdZRiNAt",I deleted My fb account. Now I can't login into Spotify. I have Spotify premium... Please help!,"Hey Leen, help's here! Could you DM us your account's email address? We'll take a look backstage /JO",Login_Issue
2937142,"@SpotifyCares my music is repeatedly being undownloaded or refusing to show up in android. I have cleared caches, reinstalled, managed offline devices and it happens repeatedly - please advise.",2937140,"@811929 Hi Benedict, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/EidIERWgLX. They should help with this /JN","my music is repeatedly being undownloaded or refusing to show up in android. I have cleared caches, reinstalled, managed offline devices and it happens repeatedly - please advise.","Hi Benedict, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at They should help with this /JN",Downloads_Offline
2937782,"@SpotifyCares If you download tracks for offline listening, does that download include Genius’ Behind The Lyrics or does that still use mobile data/WiFi? Thanks in advance. x",2937780,@812074 Hi Ronneth! The feature requires an active internet connection. This means that it won't show when you're playing offline. Hope this helps /MU,"If you download tracks for offline listening, does that download include Genius’ Behind The Lyrics or does that still use mobile data/WiFi? Thanks in advance. x",Hi Ronneth! The feature requires an active internet connection. This means that it won't show when you're playing offline. Hope this helps /MU,Downloads_Offline
2937788,@115888 I’ve updated my payment for my premium &amp; it’s not working :(,2937787,"@812075 Hey Amelia, help's here! Can you DM us your account's email address? We'll take a look backstage /JN https://t.co/ldFdZRiNAt",I’ve updated my payment for my premium & it’s not working :(,"Hey Amelia, help's here! Can you DM us your account's email address? We'll take a look backstage /JN",Premium_Subscription
2937796,Ffs @SpotifyCares why must you make all my downloaded songs offline again? I've always suspected that it was an issue with my SD card when I was using my old phone (Or any other issues with my old phone) but now that I got a new one without an SD card it still occurs.,2937795,"@355004 Hi there, that doesn't sound good. Could you DM us your account's username or email address? We'll take a look under the hood /JO https://t.co/ldFdZRiNAt",Ffs why must you make all my downloaded songs offline again? I've always suspected that it was an issue with my SD card when I was using my old phone (Or any other issues with my old phone) but now that I got a new one without an SD card it still occurs.,"Hi there, that doesn't sound good. Could you DM us your account's username or email address? We'll take a look under the hood /JO",Downloads_Offline
2941492,"Booo. I resubscribed and everything is gone. That's so annoying. Still, not as bad as what Spotify did to me with their absolutely horrendous customer service when I got hacked.",2941490,@812740 Hey there! We'd love to help. Can you let us know what's happening exactly? /RC,"Booo. I resubscribed and everything is gone. That's so annoying. Still, not as bad as what Spotify did to me with their absolutely horrendous customer service when I got hacked.",Hey there! We'd love to help. Can you let us know what's happening exactly? /RC,Account_Security
2941506,@115888 the last version of Spotify on IPhone crashes often. It is getting annoying. When will there be an update with bug fixes?,2941504,"@812745 Hey, help's here! Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /JN",the last version of Spotify on IPhone crashes often. It is getting annoying. When will there be an update with bug fixes?,"Hey, help's here! Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /JN",App_Technical
2941513,"ok @115888 20 msgs, 10 customer serv reps, 6 weeks later, you still havent taken care of my hacked account nor successfully transfer my hacked account to my new account like you promised, includ. my Premium membership. You’d think you’d want to take my money at the very least",2941512,"@126139 Hey Jessie! Don't worry, our Accounts team is currently looking into your case. If there's anything at all that we can help with, just send us a DM. We'll see what we can do /KT","ok 20 msgs, 10 customer serv reps, 6 weeks later, you still havent taken care of my hacked account nor successfully transfer my hacked account to my new account like you promised, includ. my Premium membership. You’d think you’d want to take my money at the very least","Hey Jessie! Don't worry, our Accounts team is currently looking into your case. If there's anything at all that we can help with, just send us a DM. We'll see what we can do /KT",Account_Security
2942707,"@115888 Hi, why isn't it possible for dutch students to buy a student premium account with iDeal or PayPal? Credid Cards aren't that common in the Netherlands, especially with students. Other premium packages do have iDeal and PayPal methods. :(",2942706,"@813002 We hear you! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see. Thanks for sharing your thoughts /CO","Hi, why isn't it possible for dutch students to buy a student premium account with iDeal or PayPal? Credid Cards aren't that common in the Netherlands, especially with students. Other premium packages do have iDeal and PayPal methods. :(","We hear you! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see. Thanks for sharing your thoughts /CO",Family_Student_Plan
2942726,@SpotifyCares Hey ! I get my money back ! But I have another problem :/ I wanted to pay again for Premium with student discount but I can't ! It is written that your card couldn't be used .What should I do ? I'll be grateful for answer ;),2942724,@766077 Hi there! Can you DM us your account's username or email address? We'll take a look under the hood /JM https://t.co/ldFdZRiNAt,Hey ! I get my money back ! But I have another problem :/ I wanted to pay again for Premium with student discount but I can't ! It is written that your card couldn't be used .What should I do ? I'll be grateful for answer ;),Hi there! Can you DM us your account's username or email address? We'll take a look under the hood /JM,Family_Student_Plan
2943764,"Hey, I can not join to a premium for family plan, every time I try to accept an invitation, i got an error. Could somebody please help? @115888",2943763,"@813232 Hey Sergio, help's arrived! Can you DM us the usernames or email addresses of your account and the plan owner's? A screenshot of the error message you're receiving would be handy too /PC https://t.co/ldFdZRiNAt","Hey, I can not join to a premium for family plan, every time I try to accept an invitation, i got an error. Could somebody please help?","Hey Sergio, help's arrived! Can you DM us the usernames or email addresses of your account and the plan owner's? A screenshot of the error message you're receiving would be handy too /PC",Family_Student_Plan
2943785,@115888 WHY DOES MY APP KEEP CRASHING,2943784,"@813238 Hey Dan, that doesn't sound good. Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /JP",WHY DOES MY APP KEEP CRASHING,"Hey Dan, that doesn't sound good. Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /JP",App_Technical
2943791,@SpotifyCares Why can I only pay with creditcard If instant student premium. I’m not Going to get a creditcard just for spotify.... (the netherlands),2943790,@813240 Hey there! We don't have any info to share at the moment. We can't make any promises but we'll pass on the suggestion for more payment methods available for the student discount /PB,Why can I only pay with creditcard If instant student premium. I’m not Going to get a creditcard just for spotify.... (the netherlands),Hey there! We don't have any info to share at the moment. We can't make any promises but we'll pass on the suggestion for more payment methods available for the student discount /PB,Family_Student_Plan
2944207,"@SpotifyCares you fixed it very quick but my some of my new playsist aren't always showing up since my account was hacked, they are their but they take some time to show up.",2944208,@248729 We’re sorry to hear that. We'd suggest to check out https://t.co/iVpg60w61i for what to do next /GN,"you fixed it very quick but my some of my new playsist aren't always showing up since my account was hacked, they are their but they take some time to show up.",We’re sorry to hear that. We'd suggest to check out for what to do next /GN,Account_Security
2944917,"Is it just me or is @115888 glitching a lot lately? Whether car Bluetooth, WiFi,  @115725, or @115833 it just stops playing randomly 😳🤦‍♀️",2944915,"@813508 Hey there! Can you let us know your device, operating system, and version of Spotify that you're currently using? We'll see what we can suggest /KA","Is it just me or is glitching a lot lately? Whether car Bluetooth, WiFi, , or it just stops playing randomly 😳🤦‍♀️","Hey there! Can you let us know your device, operating system, and version of Spotify that you're currently using? We'll see what we can suggest /KA",Playback_Issue
2944938,@SpotifyCares why won't my invite to a premium family account work?,2944937,"@813512 Hey Michael! Could you send us your account's username or email address via DM? If you're getting an error message, a screenshot of it would also help. We'll take a look backstage /LP https://t.co/ldFdZRiNAt",why won't my invite to a premium family account work?,"Hey Michael! Could you send us your account's username or email address via DM? If you're getting an error message, a screenshot of it would also help. We'll take a look backstage /LP",Family_Student_Plan
2947638,@115888 stop charging me! Account cancelled months ago! How do I get a refund?,2947636,@814119 Hey Cheryl! Can you DM us your account's email address and username? We'll take a look backstage for you /KL https://t.co/ldFdZRiNAt,stop charging me! Account cancelled months ago! How do I get a refund?,Hey Cheryl! Can you DM us your account's email address and username? We'll take a look backstage for you /KL,Payment_Refund
2947646,"@117153 
I am paying for a family premium subscription for my family and I'm the only family member who can't access spotify from my phone. Is it because they're on apple and I'm on Samsung? Very frustrated.",2947645,@814122 Hi Christine! The cavalry's here. Could you DM us your account's email address? We'll take a look backstage /AU https://t.co/ldFdZRiNAt,I am paying for a family premium subscription for my family and I'm the only family member who can't access spotify from my phone. Is it because they're on apple and I'm on Samsung? Very frustrated.,Hi Christine! The cavalry's here. Could you DM us your account's email address? We'll take a look backstage /AU,Family_Student_Plan
2948894,@117153 Hi I got charged this month for Spotify but when I use Spotify on my phone or laptop it says that I haven’t paid for premium this month? I’m confused,2948893,"@814415 Hey there, help's here! Could you DM us your account's username and email address? We'll check it out 🔍 /DQ https://t.co/ldFdZRiNAt",Hi I got charged this month for Spotify but when I use Spotify on my phone or laptop it says that I haven’t paid for premium this month? I’m confused,"Hey there, help's here! Could you DM us your account's username and email address? We'll check it out 🔍 /DQ",Payment_Refund
67719,"@SpotifyCares can you add the song ""push it to the limit"" by Paul Engemann again?",2948914,@814422 Hey Martin! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /LP,"can you add the song ""push it to the limit"" by Paul Engemann again?",Hey Martin! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /LP,Music_Content
2950117,"Hey @SpotifyCares, would you guys be able to re-add the song ""Christmas Is"" to ""The Best of Johnny Maestro"" album? The album is almost full, but that song isn't available, and it used to be. Kinda defeats my ""Christmas Is..."" playlist, lol. Thank you!",2950116,"@814717 Hey Will, sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon!/KL","Hey , would you guys be able to re-add the song ""Christmas Is"" to ""The Best of Johnny Maestro"" album? The album is almost full, but that song isn't available, and it used to be. Kinda defeats my ""Christmas Is..."" playlist, lol. Thank you!","Hey Will, sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon!/KL",Music_Content
2950153,"@SpotifyCares Hi, accidentally rolled over premium contract - not used at all yet (rolled over 2 days ago) can I get a refund?",2950152,@814725 Hey! We've just sent a DM your way. Let's carry on chatting there /CP,"Hi, accidentally rolled over premium contract - not used at all yet (rolled over 2 days ago) can I get a refund?",Hey! We've just sent a DM your way. Let's carry on chatting there /CP,Payment_Refund
2950166,@115888 hello I need support help. I can't login get this error message everytime I try forgot my password. I also can't email support unless I am logged in...makes no sense. Please help. https://t.co/l65C27A8CL,2950165,"@814728 Hey there, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",hello I need support help. I can't login get this error message everytime I try forgot my password. I also can't email support unless I am logged in...makes no sense. Please help.,"Hey there, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG",Login_Issue
2950640,"@SpotifyCares please add Jin's ""Mekakucity Records"". You only have ""Mekakucity Days"" available, the 1st part of Kagepro.",2950639,"@814831 Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /SJ","please add Jin's ""Mekakucity Records"". You only have ""Mekakucity Days"" available, the 1st part of Kagepro.","Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /SJ",Feature_Request
2954685,@115888 @125633 @SpotifyCares @117168 HI PLEASE ADD JACKSON WANG'S NEW SONG TO A PLAYLIST THANK YOU https://t.co/tJYY6seNvD #JacksonWangOKAY,2954684,"@815713 Hey, thanks for the feedback! Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /K",HI PLEASE ADD JACKSON WANG'S NEW SONG TO A PLAYLIST THANK YOU #JacksonWangOKAY,"Hey, thanks for the feedback! Our Curation team are independent & use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /K",Music_Content
2954694,@SpotifyCares Why am now being charged full price when I had student discount and i am still a student and when i go to avail of it again it tells me its unavailable in my region. Btw i haven't moved.,2954693,"@815715 Hey there, help's here! Could you DM us your account's username and email address? We'll check it out /DQ https://t.co/ldFdZRiNAt",Why am now being charged full price when I had student discount and i am still a student and when i go to avail of it again it tells me its unavailable in my region. Btw i haven't moved.,"Hey there, help's here! Could you DM us your account's username and email address? We'll check it out /DQ",Family_Student_Plan
2956296,@SpotifyCares i have family premium with one address. however i seemed not to be able to log in with another invitation i sent my additional email addresses so I can have different music playing at work and at home. password reset link is not valid... about to drop premium!! t,2956295,"@816037 Hey Mariae, help's here! Could you send us a DM with your accounts' email addresses or usernames? We'll take a look backstage /CO https://t.co/ldFdZRiNAt",i have family premium with one address. however i seemed not to be able to log in with another invitation i sent my additional email addresses so I can have different music playing at work and at home. password reset link is not valid... about to drop premium!! t,"Hey Mariae, help's here! Could you send us a DM with your accounts' email addresses or usernames? We'll take a look backstage /CO",Music_Content
2957844,"Hey @115888 I can't log in on my computer. Keep getting a message that there's no internet connection, but I'm connected to both my wifi and a VPN. What gives?",2957843,"@816410 Hey Samra, we're here to help! Can you try restarting your computer? It would also be best to disable your VPN as we don't officially support VPNs. Let us know how it goes /JP","Hey I can't log in on my computer. Keep getting a message that there's no internet connection, but I'm connected to both my wifi and a VPN. What gives?","Hey Samra, we're here to help! Can you try restarting your computer? It would also be best to disable your VPN as we don't officially support VPNs. Let us know how it goes /JP",Login_Issue
2957861,@SpotifyCares stop canceling my student discount without notifying me jesus christ!!!,2957860,"@816414 Hey there, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",stop canceling my student discount without notifying me jesus christ!!!,"Hey there, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG",Family_Student_Plan
2959332,@SpotifyCares hey guys! I have a problem with my payments. I got charged twice on my card this month. The first pic is the monthly card bill. The second pic is the receipts. The extra payment is on the 9th of November. https://t.co/swth9fJsLv,2959331,"@816769 Hey Önder! We suggest deleting the tweet with the screenshots for security, as it contains transaction details. Can you DM them to us instead? We'll take a look backstage /SY https://t.co/ldFdZRiNAt",hey guys! I have a problem with my payments. I got charged twice on my card this month. The first pic is the monthly card bill. The second pic is the receipts. The extra payment is on the 9th of November.,"Hey Önder! We suggest deleting the tweet with the screenshots for security, as it contains transaction details. Can you DM them to us instead? We'll take a look backstage /SY",Payment_Refund
2959340,Hay @115888 why Princess Leia's theme isn't in the best of star wars playlist but you have Jabba Flow and not one but two of the Cantina Band songs. Please add Leia's Theme it's such a great SW/John Williams song.,2959339,"@704719 Hey Jorge, thanks for the feedback! Our Curation team are independent and use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /RK",Hay why Princess Leia's theme isn't in the best of star wars playlist but you have Jabba Flow and not one but two of the Cantina Band songs. Please add Leia's Theme it's such a great SW/John Williams song.,"Hey Jorge, thanks for the feedback! Our Curation team are independent and use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /RK",Music_Content
2959356,@SpotifyCares I can't login to cancel my subscription (fb account I used to login was deleted). Can you help?,2959355,@816777 Hey there! Can you DM us your account's email address? We'll take a look backstage /TJ https://t.co/ldFdZRiNAt,I can't login to cancel my subscription (fb account I used to login was deleted). Can you help?,Hey there! Can you DM us your account's email address? We'll take a look backstage /TJ,Login_Issue
2959366,@SpotifyCares Can my kids use Spotify on their tablets as part of family plan? They are under 12,2959364,"@816781 Hey John! We have info about our minimum age requirements in our Terms &amp; Conditions at https://t.co/bOy2uI2czN. You’ll find it under ""Introduction"". Hope that clears things up /JE",Can my kids use Spotify on their tablets as part of family plan? They are under 12,"Hey John! We have info about our minimum age requirements in our Terms & Conditions at You’ll find it under ""Introduction"". Hope that clears things up /JE",Family_Student_Plan
2961999,@SpotifyCares Why are my playlists suddenly gone? Been missing for a couple of days now.,2961998,"@817382 Hey Jouni, help's here! Can you DM us your account's email address and username? We'll take a look backstage /AL https://t.co/ldFdZRiNAt",Why are my playlists suddenly gone? Been missing for a couple of days now.,"Hey Jouni, help's here! Can you DM us your account's email address and username? We'll take a look backstage /AL",Playlist_Library
2962011,@SpotifyCares I have purchases made without my approval coming from your website which has caused my credit card account to be hacked. Fix this ASAP this is not ok!!!!!!,2962010,"@817386 Hey Sabrina, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",I have purchases made without my approval coming from your website which has caused my credit card account to be hacked. Fix this ASAP this is not ok!!!!!!,"Hey Sabrina, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG",Account_Security
2963333,@115888 I have an idea for you guys: develop a special version of shuffle to be used on party playlists where we can ‘save for later’ songs the guests need to be more drunk for,2963332,@817676 Hey Kathryn - we can see how that’d be useful! We’d recommend suggesting it in our Community where you can get support from other fans: https://t.co/D6JsbrPT3P /JE,I have an idea for you guys: develop a special version of shuffle to be used on party playlists where we can ‘save for later’ songs the guests need to be more drunk for,Hey Kathryn - we can see how that’d be useful! We’d recommend suggesting it in our Community where you can get support from other fans: /JE,Playback_Issue
2963335,"@SpotifyCares every time I open spotify web player in chrome, I can't play anything. I click the play button on a playlist or song, and no action is taken. I have to close chrome and reopen it before I am able to play music. What's up with that?",2963334,"@817677 Hey Amber, help's here! Could you try the web player on a incognito window? Additionally, clearing your cache and cookies might do the trick. Let us know how it goes /ZO","every time I open spotify web player in chrome, I can't play anything. I click the play button on a playlist or song, and no action is taken. I have to close chrome and reopen it before I am able to play music. What's up with that?","Hey Amber, help's here! Could you try the web player on a incognito window? Additionally, clearing your cache and cookies might do the trick. Let us know how it goes /ZO",Playback_Issue
2963348,"@115888 after hitting the shuffle button three separate times, why is it that “Shake” among other songs are consistently at the bottom. This isn’t a truly random shuffle as you claim https://t.co/oLS8KhVvzv",2963347,"@817681 Hey Brian. We understand your frustration. We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/AdMgwOmTIH. If you need anything else, let us know /AL","after hitting the shuffle button three separate times, why is it that “Shake” among other songs are consistently at the bottom. This isn’t a truly random shuffle as you claim","Hey Brian. We understand your frustration. We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: If you need anything else, let us know /AL",Playback_Issue
2964664,feature request for @115888: block christmas music. call me a scrooge all you want but this noise is trash and it’s not even december.,2964663,"@817962 Hey, we hear you. Your feedback has been noted and passed onto the team 👊🏼 /RB",feature request for : block christmas music. call me a scrooge all you want but this noise is trash and it’s not even december.,"Hey, we hear you. Your feedback has been noted and passed onto the team 👊🏼 /RB",Feature_Request
2964682,"@SpotifyCares I'm not really getting any error messages, it just won't let me play anything https://t.co/gG6uDgQTRx",2964683,"@817967 Hmm, that's odd. Does this happen on a public/private WiFi connection? Also, can you try using the web player on a different device such as a desktop computer? /FD","I'm not really getting any error messages, it just won't let me play anything","Hmm, that's odd. Does this happen on a public/private WiFi connection? Also, can you try using the web player on a different device such as a desktop computer? /FD",Playback_Issue
2964689,"@SpotifyCares How long do I need to wait until I get my account back? Someone changed my email address and now I have no access to my account. I already emailed the account changed email, but I have no idea how long I need to wait to get a response",2964688,@817968 Hey! Sorry to hear that. Can you DM us your account's username or email address? We'll take a look under the hood /CP https://t.co/ldFdZRiNAt,"How long do I need to wait until I get my account back? Someone changed my email address and now I have no access to my account. I already emailed the account changed email, but I have no idea how long I need to wait to get a response",Hey! Sorry to hear that. Can you DM us your account's username or email address? We'll take a look under the hood /CP,Account_Security
2964692,"@115888 do I really need to delete my whole offline libary to be able to log-in in the Android app? Otherwise it says ""Please go online"", even tho there's no UI for that on the login screen. 😠",2964691,"@817969 Hey! Sorry for the confusion. You'll need to turn off Offline Mode. To do this, tap Your Library &gt; Settings &gt; Playback &gt; switch off Offline Mode. Let us know how it goes /LJ","do I really need to delete my whole offline libary to be able to log-in in the Android app? Otherwise it says ""Please go online"", even tho there's no UI for that on the login screen. 😠","Hey! Sorry for the confusion. You'll need to turn off Offline Mode. To do this, tap Your Library > Settings > Playback > switch off Offline Mode. Let us know how it goes /LJ",Downloads_Offline
2964700,@SpotifyCares how do I extend my student discount? It just keeps giving me the option to start an entirely new plan.,2964699,@817972 Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /LO https://t.co/ldFdZRiNAt,how do I extend my student discount? It just keeps giving me the option to start an entirely new plan.,Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /LO,Family_Student_Plan
2965867,"What the hell, @115888 Canada?! I want to listen to some older @113729 albums at work, and it turns out a bunch of them are missing/unplayable! 

Users have confirmed they're available on Spotify USA. 

HE'S. CANADIAN.
I'M. CANADIAN.

Ugh, I hate this licensing crap. https://t.co/yI2i1N2wZb",2965865,"@818248 Hey there! You're right, this should be due to licensing or legal issues. Hopefully we'll have them available again soon. Check this out: https://t.co/1dgftcFtzc /AR","What the hell, Canada?! I want to listen to some older albums at work, and it turns out a bunch of them are missing/unplayable! Users have confirmed they're available on Spotify USA. HE'S. CANADIAN. I'M. CANADIAN. Ugh, I hate this licensing crap.","Hey there! You're right, this should be due to licensing or legal issues. Hopefully we'll have them available again soon. Check this out: /AR",Music_Content
2965875,@SpotifyCares Hi - I am unable to log in or recover my password for some reason. Code CSRF.,2965873,@818251 Hey there! Can you DM us your account's email address and a screenshot of the error message you're seeing? We'll take a look /RB https://t.co/ldFdZRiNAt,Hi - I am unable to log in or recover my password for some reason. Code CSRF.,Hey there! Can you DM us your account's email address and a screenshot of the error message you're seeing? We'll take a look /RB,Login_Issue
2967109,@115888 HOW DARE YOU CHARGE ME FULL PRICE WHEN I CLEARLY HAVE THE STUDENT DISCOUNT ASSOCIATED WITH MY ACCOUNT!! YOU OWE ME FIVE BUCKS BACK!!,2967108,@818535 Hey there! Could you send us a DM with your account's email address? We'll take a look backstage /FR https://t.co/ldFdZRiNAt,HOW DARE YOU CHARGE ME FULL PRICE WHEN I CLEARLY HAVE THE STUDENT DISCOUNT ASSOCIATED WITH MY ACCOUNT!! YOU OWE ME FIVE BUCKS BACK!!,Hey there! Could you send us a DM with your account's email address? We'll take a look backstage /FR,Family_Student_Plan
